,pos_amount_max_1mb,pos_amount_max_2mb,pos_amount_max_3mb,pos_amount_min_1mb,pos_amount_min_2mb,pos_amount_min_3mb,pos_amount_avg_1mb,pos_amount_avg_2mb,pos_amount_avg_3mb,pos_count_1mb,pos_count_2mb,pos_count_3mb,neg_amount_avg_1mb,neg_amount_avg_2mb,neg_amount_avg_3mb,neg_amount_max_1mb,neg_amount_max_2mb,neg_amount_max_3mb,neg_amount_min_1mb,neg_amount_min_2mb,neg_amount_min_3mb,neg_count_1mb,neg_count_2mb,neg_count_3mb,balance_avg_1mb,balance_avg_2mb,balance_avg_3mb,balance_min_1mb,balance_min_2mb,balance_min_3mb,balance_max_1mb,balance_max_2mb,balance_max_3mb,age,gender,A4,A5,A6,A7,A11,A13,A14,A16,has_card,permonth,amount,ndisp,class
395,36996.0,24664.0,24664.0,391.1,347.4,339.9,18693.55,12505.7,12501.95,2.0,2.0,2.0,-6353.65,-8071.533333333333,-5604.866666666666,-14.6,-14.6,-14.6,-21700.0,-23400.0,-15500.0,4.0,3.0,3.0,90497.71290322585,80375.65666666663,79675.48064516131,63078.6,59781.9,60292.6,100074.6,84778.6,84956.6,31.827397260273973,1,1204953,0,0,0,12541,0.43,167,99107,1,1054.0,37944.0,1,0
407,44739.0,300.0,138.4,179.9,116.6,138.4,22459.45,208.3,138.4,2.0,2.0,1.0,-9553.65,-2157.3,-2071.5333333333333,-14.6,-14.6,-14.6,-23800.0,-4300.0,-3200.0,4.0,2.0,3.0,37100.25161290324,28105.46666666668,32374.625806451597,26667.4,26565.4,30441.6,47606.4,30865.4,36641.6,53.0958904109589,0,1204953,0,0,0,12541,0.43,167,99107,1,3900.0,140400.0,1,0
416,26804.0,28525.0,35445.0,318.8,352.5,311.5,14380.45,18623.833333333332,19551.875,4.0,3.0,4.0,-10195.6,-11522.15,-13799.825,-14.6,-14.6,-14.6,-34800.0,-35100.0,-30800.0,6.0,4.0,8.0,68127.49354838706,76118.96333333336,67584.52580645161,44213.2,50589.3,43206.5,91216.2,98834.3,99614.5,60.27945205479452,0,95616,65,30,4,9307,4.43,118,3040,1,3640.0,87360.0,1,0
421,1700.0,30517.0,13400.0,202.9,166.9,125.3,951.45,15261.300000000001,6762.65,2.0,3.0,2.0,-5270.719999999999,-3963.4,-4088.4,-14.6,-14.6,-14.6,-9900.0,-6828.0,-6828.0,5.0,4.0,4.0,48228.496666666695,39656.567741935476,29970.71785714287,35233.8,16703.5,22842.8,56672.8,62320.5,36242.8,60.394520547945206,0,197099,29,41,10,9624,2.31,145,4265,1,3252.0,39024.0,1,0
424,34330.0,26783.0,8500.0,228.1,86.8,73.5,20457.7,12523.266666666668,4286.75,3.0,3.0,2.0,-5405.285714285715,-2939.5,-2764.5,-30.0,-30.0,-30.0,-18979.0,-8042.0,-8042.0,7.0,4.0,4.0,54766.50333333332,20904.10967741935,17691.81666666666,26375.4,10321.6,11379.6,79478.4,37191.4,22148.1,57.635616438356166,0,77917,85,19,6,8390,2.89,132,2122,1,3222.0,115992.0,1,0
429,43825.0,43825.0,43825.0,253.6,227.9,250.8,22039.3,22026.45,22037.9,2.0,2.0,2.0,-6625.166666666667,-6908.5,-9268.875,-30.0,-30.0,-30.0,-26800.0,-28800.0,-25300.0,6.0,6.0,8.0,55525.79677419357,53944.69666666665,57235.458064516104,29516.1,27214.2,32489.4,73341.1,71039.2,76314.4,18.41917808219178,0,94725,38,28,1,9920,2.87,130,4846,1,4698.0,225504.0,1,0
432,32594.0,32594.0,32594.0,176.4,151.8,164.1,16385.2,16372.9,16379.05,2.0,2.0,2.0,-6671.533333333333,-7444.15,-4842.633333333333,-14.6,-14.6,-14.6,-15400.0,-22562.0,-9000.0,3.0,4.0,12.0,41456.62580645161,30750.728571428586,38985.72258064516,25145.6,26776.4,21632.9,57739.6,36808.4,54226.9,36.57534246575342,0,387570,0,0,0,9897,1.96,140,18696,1,5432.0,65184.0,1,0
435,39338.0,39338.0,39338.0,243.8,277.6,258.9,19790.9,19807.8,19798.45,2.0,2.0,2.0,-9508.6,-9950.25,-12143.333333333334,-30.0,-30.0,-30.0,-21100.0,-27800.0,-29200.0,5.0,4.0,3.0,56048.89354838707,66036.18666666669,64901.23548387097,33829.9,46116.3,48120.5,73167.9,85454.3,87458.5,24.361643835616437,0,88884,80,26,6,8507,1.85,132,2674,1,6556.0,314688.0,1,0
438,10491.0,16506.0,39245.0,220.1,370.7,337.4,5355.55,10739.675,23904.6,2.0,4.0,4.0,-10758.0,-6203.2,-17563.2,-30.0,-30.0,-30.0,-14153.0,-13386.0,-45500.0,6.0,5.0,5.0,52476.03666666664,83492.05483870974,79747.95000000003,34727.7,49226.1,55623.6,88784.7,122342.1,122342.1,25.197260273972603,1,51313,34,12,3,8930,4.2,108,1452,1,3874.0,92976.0,2,0
446,10584.0,45970.0,46232.0,155.4,321.6,324.6,5369.7,29686.86666666667,19027.533333333333,2.0,3.0,3.0,-6897.92,-14473.514285714287,-12253.65,-14.6,-14.6,-14.6,-22851.0,-50700.0,-35000.0,5.0,7.0,4.0,40869.49032258061,62526.33225806449,77614.17,26549.7,50133.7,40626.8,61024.7,95033.7,97384.8,46.23835616438356,0,323870,0,0,0,10673,5.44,100,18347,1,6336.0,380160.0,1,0
453,39984.0,32478.0,49081.0,255.2,211.3,317.1,15115.439999999999,16344.65,31002.516666666666,5.0,2.0,6.0,-9946.72,-7646.719999999999,-13586.054545454546,-14.6,-14.6,-14.6,-34100.0,-22400.0,-32100.0,5.0,5.0,11.0,56354.97741935481,50268.65666666666,77798.83870967742,37672.7,43017.0,10048.5,84263.7,75495.0,155065.5,32.75068493150685,0,121947,37,28,7,8541,2.97,131,3839,1,3575.0,42900.0,2,0
459,16704.0,45774.0,41624.0,221.9,264.3,218.4,5635.425,12061.85,14027.900000000001,4.0,4.0,3.0,-6453.65,-5904.866666666666,-16578.65,-14.6,-14.6,-14.6,-15800.0,-14100.0,-42800.0,4.0,3.0,4.0,62968.85161290325,73431.3322580645,56096.4,56724.3,37891.5,51546.5,82524.3,85565.5,76222.5,44.62191780821918,1,162580,83,26,5,9538,1.81,111,5410,1,3626.0,174048.0,1,0
461,24193.0,24193.0,24193.0,282.7,266.0,261.5,12237.85,12229.5,12227.25,2.0,2.0,2.0,-6638.2,-6871.533333333333,-6938.65,-14.6,-14.6,-14.6,-19000.0,-19200.0,-21900.0,3.0,3.0,4.0,64062.7333333333,60746.02903225806,57240.88214285716,46044.9,42000.5,42600.6,70237.9,66193.5,65993.6,34.035616438356165,1,118650,8,8,5,9832,4.48,114,5471,1,1081.0,25944.0,1,0
478,27283.0,47238.0,12400.0,298.2,223.2,103.4,13213.55,23730.6,6251.7,4.0,2.0,2.0,-6196.0,-7110.0,-2510.0,-30.0,-30.0,-30.0,-17700.0,-17800.0,-4500.0,4.0,3.0,3.0,72191.47333333337,58136.25161290326,25624.212903225794,52845.8,52622.6,21741.2,80916.0,73922.6,34111.2,21.72876712328767,1,1204953,0,0,0,12541,0.43,167,99107,1,3745.0,44940.0,1,0
489,28588.0,19059.0,19059.0,235.5,215.0,216.1,14411.75,6891.333333333333,6658.366666666666,2.0,3.0,3.0,-6035.65,-6780.866666666666,-6947.533333333333,-14.6,-14.6,-14.6,-8928.0,-11400.0,-11900.0,4.0,3.0,3.0,59835.253333333305,50888.03870967745,49825.556666666685,51859.8,40113.8,40481.3,80433.2,59172.8,59540.3,53.74794520547945,1,285387,0,2,8,10177,7.75,81,10108,1,9112.0,109344.0,1,0
490,29380.0,39794.0,199.9,282.6,209.7,199.9,14787.199999999999,20459.566666666666,199.9,3.0,3.0,1.0,-5533.333333333333,-11558.25,-8150.0,-100.0,-100.0,-100.0,-10000.0,-21500.0,-21100.0,3.0,4.0,4.0,66567.63225806454,53009.789999999986,46642.43225806452,41146.1,36100.4,35900.5,85225.1,75794.4,68500.5,51.38082191780822,1,128118,9,16,6,9317,7.07,97,6872,1,7370.0,88440.0,2,0
495,19069.0,19069.0,28603.5,247.9,239.0,171.2,9658.45,9654.0,11158.233333333332,2.0,2.0,3.0,-17650.0,-13000.0,0.0,-16700.0,-13000.0,0.0,-18600.0,-13000.0,0.0,2.0,1.0,0.0,52977.267741935466,53227.0451612903,42687.289999999986,41205.4,40497.4,20022.7,60274.4,59805.4,53497.4,32.441095890410956,1,148545,8,35,12,8909,5.56,113,3590,1,1354.0,48744.0,1,0
498,23943.0,23943.0,35914.0,211.5,213.0,176.2,12077.25,12078.0,18045.1,2.0,2.0,2.0,-9104.866666666667,-23900.0,-22900.0,-14.6,-23900.0,-22900.0,-24500.0,-23900.0,-22900.0,3.0,1.0,1.0,57052.2064516129,58973.58064516126,54352.90666666664,48127.0,51227.9,38037.7,75427.0,75170.9,73951.7,54.79178082191781,0,159617,29,19,8,9198,4.28,131,6132,1,3563.0,128268.0,1,0
499,32123.0,247.2,42200.0,258.2,247.2,255.5,13481.74,247.2,14976.433333333334,5.0,2.0,6.0,-4543.433333333333,-6246.599999999999,-4950.50909090909,-14.6,-14.6,-14.6,-12000.0,-15400.0,-14700.0,6.0,6.0,11.0,65002.27419354837,60706.74285714288,67448.3419354839,27450.4,51516.6,31020.6,92159.1,88996.2,99224.6,31.28767123287671,1,1204953,0,0,0,12541,0.43,167,99107,1,4164.0,99936.0,1,0
508,32749.0,31182.0,27597.0,338.5,282.5,259.6,17167.166666666668,13041.833333333334,14371.9,3.0,3.0,4.0,-12784.4,-9109.4,-6647.5199999999995,-14.6,-14.6,-14.6,-34000.0,-20900.0,-11200.0,4.0,4.0,5.0,84412.29666666662,61194.09354838709,63267.9,65880.9,42356.0,42905.0,99880.9,81466.9,78779.0,55.772602739726025,1,125236,28,11,1,9675,7.68,100,5190,1,5165.0,247920.0,1,0
510,23429.0,23429.0,23429.0,231.1,240.2,241.9,11830.05,11834.6,11835.45,2.0,2.0,2.0,-4721.12,-7417.599999999999,-3501.12,-14.6,-14.6,-14.6,-18200.0,-21700.0,-11700.0,5.0,6.0,5.0,52696.950000000026,56457.44516129029,56045.076666666646,37291.8,37291.8,40262.9,57419.8,63457.2,60390.9,39.52876712328767,0,86513,38,36,5,8288,4.52,110,1460,1,1033.0,24792.0,1,0
515,44653.0,41568.0,48001.0,274.7,393.3,302.3,24177.899999999998,20200.46,27913.433333333334,3.0,5.0,3.0,-15797.15,-28402.433333333334,-14874.199999999999,-14.6,-14.6,-14.6,-46700.0,-46400.0,-35100.0,4.0,6.0,3.0,63293.636666666695,94849.83225806458,49547.243333333325,21637.8,72865.1,33306.4,94156.9,136322.1,107538.7,48.88219178082192,0,53921,61,22,1,8598,3.26,123,1875,1,6395.0,230220.0,1,0
519,274.6,41118.0,35743.0,274.6,272.2,255.5,274.6,22931.399999999998,18960.833333333332,1.0,3.0,3.0,-7138.2,-17104.866666666665,-9404.866666666667,-14.6,-14.6,-14.6,-14600.0,-41400.0,-23200.0,3.0,3.0,3.0,62850.79354838707,65047.08666666669,61433.551612903204,46803.7,50724.1,22056.2,68203.7,78128.1,73683.2,29.638356164383563,0,42821,4,13,5,8173,7.01,124,1358,1,8094.0,194256.0,1,0
522,20250.0,20250.0,20250.0,221.8,218.7,212.9,10235.9,10234.35,10231.45,2.0,2.0,2.0,-2823.1,-3173.1,-2883.1,-14.6,-14.6,-14.6,-11500.0,-13500.0,-9000.0,6.0,6.0,6.0,53349.245161290295,52433.76333333335,51276.93870967744,44161.4,42631.3,41267.1,64411.4,62881.3,61517.1,51.827397260273976,0,139012,59,41,8,8363,3.49,108,2799,1,1934.0,69624.0,1,0
528,138.1,10222.0,25229.0,138.1,207.8,194.3,138.1,5214.9,12711.65,1.0,2.0,2.0,-2704.866666666667,-9413.533333333333,-6000.0,-14.6,-14.6,-6000.0,-4100.0,-20100.0,-6000.0,3.0,3.0,1.0,32215.803225806467,58577.45666666669,33526.0612903226,28934.4,37034.4,29421.9,37034.4,65067.3,54650.9,31.931506849315067,0,85852,41,23,4,8965,8.23,104,2822,1,3640.0,87360.0,1,0
529,49134.0,190.1,190.1,222.9,190.1,190.1,25316.475,190.1,190.1,4.0,1.0,1.0,-22484.15,-1700.0,-7500.0,-14.6,-1700.0,-7500.0,-46400.0,-1700.0,-7500.0,4.0,1.0,1.0,49374.53548387099,29319.406451612904,34732.73666666668,34958.6,28216.5,29726.4,83049.6,29916.5,37226.4,44.56438356164384,0,387570,0,0,0,9897,1.96,140,18696,1,3413.0,204780.0,1,0
534,24423.0,36634.5,24423.0,210.3,228.0,197.1,12316.65,18431.25,12310.05,2.0,2.0,2.0,-3407.690909090909,-4329.228571428571,-4596.92,-14.6,-14.6,-14.6,-14500.0,-19600.0,-15400.0,11.0,7.0,5.0,50452.4387096774,54612.85161290322,47243.48333333333,37645.9,37565.0,34929.5,65905.9,74199.5,59352.5,41.88493150684931,0,170449,0,0,0,10787,3.09,131,6261,1,1332.0,79920.0,1,0
544,46807.0,46807.0,46807.0,286.5,295.1,237.4,23546.75,23551.05,23522.2,2.0,2.0,2.0,-9620.5,-7003.666666666667,-6055.2,-30.0,-30.0,-30.0,-23458.0,-19700.0,-18211.0,6.0,6.0,5.0,66344.85000000003,69312.26129032258,54879.413333333345,47854.1,49061.0,25881.6,94661.1,82981.0,68809.0,50.21917808219178,1,112709,48,20,7,8369,2.31,117,2618,1,7801.0,468060.0,2,0
546,39247.0,39247.0,39247.0,216.2,197.5,244.8,19731.6,19722.25,19745.9,2.0,2.0,2.0,-7881.15,-6829.12,-9584.433333333332,-14.6,-14.6,-14.6,-15200.0,-14000.0,-14342.0,4.0,5.0,6.0,55045.399999999994,50433.4483870968,59669.12903225802,45321.1,40022.2,39777.4,84553.5,79254.6,97269.4,15.895890410958904,1,107870,84,29,6,8754,4.31,137,3868,1,6541.0,392460.0,2,0
556,49313.0,49313.0,73970.0,187.7,309.0,369.6,24750.35,24811.0,37169.8,2.0,2.0,2.0,-35100.0,-25500.0,-26750.0,-7100.0,-24300.0,-21900.0,-63100.0,-26700.0,-31600.0,2.0,2.0,2.0,81823.3903225806,74292.39999999997,88710.45333333331,37013.4,57591.4,38438.8,107213.4,84291.4,112408.8,60.05205479452055,0,323870,0,0,0,10673,5.44,100,18347,1,5961.0,214596.0,2,0
558,21882.0,21882.0,21882.0,237.9,184.7,148.1,11059.95,11033.35,11015.05,2.0,2.0,2.0,-2850.0,-5166.666666666667,-3050.0,-100.0,-100.0,-100.0,-6600.0,-11000.0,-6000.0,4.0,3.0,2.0,57050.56333333335,55779.06774193546,35580.86666666668,44273.1,39406.4,23476.4,66155.1,61188.4,39406.4,46.85479452054795,0,148545,8,35,12,8909,5.56,113,3590,1,3647.0,87528.0,2,0
571,23438.0,23438.0,35157.0,224.7,199.3,187.4,11831.35,11818.65,17672.2,2.0,2.0,2.0,-3790.65,-1852.52,-5262.825,-14.6,-14.6,-14.6,-12000.0,-4600.0,-20160.0,4.0,5.0,8.0,54446.7548387097,47280.819354838706,44611.87999999998,34941.8,31067.0,31325.2,58604.4,54704.4,66482.2,44.64657534246575,0,159617,29,19,8,9198,4.28,131,6132,1,4516.0,162576.0,1,0
573,24357.0,24357.0,24357.0,171.7,174.9,160.0,12264.35,12265.95,12258.5,2.0,2.0,2.0,-6849.9,-5866.533333333333,-5059.92,-14.6,-14.6,-14.6,-17800.0,-13000.0,-12100.0,4.0,3.0,5.0,41287.40333333333,42058.274193548394,38468.13333333331,30849.9,26960.2,26960.2,53649.9,51302.6,52085.2,16.008219178082193,0,323870,0,0,0,10673,5.44,100,18347,1,4060.0,194880.0,1,0
580,10300.0,10500.0,11900.0,33.3,34.7,39.0,5166.65,5267.35,5969.5,2.0,2.0,2.0,-2242.4,-2802.9,-2242.44,-0.4,-14.6,-0.6,-8110.0,-8110.0,-8110.0,5.0,4.0,5.0,8829.967741935483,8223.236666666662,7914.509677419355,-490.5,186.4,-540.5,10721.1,11398.6,11398.6,15.580821917808219,1,125236,28,11,1,9675,7.68,100,5190,1,7281.0,174744.0,1,1
584,49149.0,49149.0,49149.0,372.3,295.1,206.5,24760.65,17314.7,24677.75,2.0,3.0,2.0,-8313.72,-4507.3,-6410.418181818182,-14.6,-14.6,-14.6,-18000.0,-9000.0,-14700.0,5.0,2.0,11.0,87825.06129032258,71796.14642857145,49594.84193548384,57743.8,41328.9,41122.4,106892.8,92963.3,80422.4,26.76986301369863,0,93931,74,21,10,8427,1.54,107,1913,1,8192.0,98304.0,1,0
588,49451.0,49451.0,49451.0,245.0,390.2,205.6,24848.0,24920.6,24828.3,2.0,2.0,2.0,-32150.0,-26850.0,-35300.0,-18600.0,-17600.0,-35300.0,-45700.0,-36100.0,-35300.0,2.0,2.0,1.0,87834.46333333336,82359.264516129,82864.44838709677,43638.2,58096.9,47989.3,107938.2,94196.9,97440.3,34.93698630136986,1,1204953,0,0,0,12541,0.43,167,99107,1,8242.0,197808.0,1,0
612,20646.0,20646.0,20646.0,207.1,274.5,297.5,10426.55,10460.25,10471.75,2.0,2.0,2.0,-8640.1,-5504.866666666666,-12504.866666666667,-14.6,-14.6,-14.6,-24807.0,-14500.0,-25200.0,6.0,3.0,3.0,49596.745161290295,63295.22500000003,68274.41290322578,36517.7,48791.8,54662.9,67697.7,69437.8,79862.9,56.463013698630135,1,161227,5,35,11,8678,5.57,102,4595,1,2062.0,49488.0,1,0
621,45076.0,45076.0,67614.0,344.2,306.4,394.5,22710.1,22691.2,34004.25,2.0,2.0,2.0,-10804.866666666667,-11902.52,-15822.920000000002,-14.6,-14.6,-14.6,-23800.0,-24500.0,-36800.0,3.0,5.0,5.0,74155.01428571431,73587.55161290325,85252.29999999994,51131.1,42463.3,63367.4,96207.1,89061.3,100167.4,50.50958904109589,1,42821,4,13,5,8173,7.01,124,1358,1,7513.0,90156.0,2,0
625,245.6,35202.0,41498.0,245.6,373.8,254.1,245.6,20913.95,17448.025,1.0,4.0,4.0,-11378.65,-27904.86666666667,0.0,-14.6,-14.6,0.0,-32800.0,-49500.0,0.0,4.0,3.0,0.0,56757.06666666663,86483.63548387097,61251.51666666667,42552.7,53911.5,18317.0,88052.7,101991.5,88111.5,19.23013698630137,1,226122,32,50,7,8994,4.79,110,9208,1,7796.0,187104.0,1,0
632,23048.0,21700.0,39993.0,158.0,217.3,319.7,11892.333333333334,9611.433333333332,24336.94,3.0,3.0,5.0,-6373.92,-9442.4,-24795.657142857144,-14.6,-14.6,-14.6,-10755.0,-15000.0,-61600.0,5.0,4.0,7.0,36717.277419354825,50736.39,75370.56451612899,20381.2,38033.5,47171.5,47900.2,65033.5,99056.4,19.167123287671235,1,1204953,0,0,0,12541,0.43,167,99107,1,6511.0,390660.0,1,0
640,28961.0,11800.0,8800.0,190.5,91.6,87.7,12883.833333333334,5945.8,4443.85,3.0,2.0,2.0,-9066.533333333333,-14.6,-2371.5333333333333,-14.6,-14.6,-14.6,-23285.0,-14.6,-3900.0,3.0,1.0,3.0,46516.848387096776,28590.970000000012,22386.045161290327,33385.5,21508.4,19735.3,71846.5,33385.5,28535.3,21.731506849315068,1,102609,75,33,2,8187,5.45,94,2134,1,4192.0,150912.0,2,0
642,46737.0,19544.0,36070.0,300.6,157.3,294.4,26611.86666666667,9850.65,18182.2,3.0,2.0,2.0,-7904.866666666666,-3138.2000000000003,-12434.1,-14.6,-14.6,-14.6,-16400.0,-6400.0,-21900.0,3.0,3.0,6.0,74285.52903225803,36936.75483870966,70679.22666666663,41380.4,24693.7,31093.7,97501.4,44237.7,101703.9,21.421917808219177,0,1204953,0,0,0,12541,0.43,167,99107,1,5658.0,271584.0,1,0
643,43508.0,29013.0,31347.0,156.6,214.7,177.1,21832.3,14613.85,16222.366666666667,2.0,2.0,3.0,-4632.0,-6941.0,-4777.285714285715,-30.0,-30.0,-30.0,-14000.0,-29200.0,-18500.0,8.0,7.0,7.0,37482.07741935484,49305.55666666668,41987.87419354839,11939.8,28513.1,24788.0,55604.4,73455.1,73455.1,54.92602739726028,0,228848,15,40,18,9893,4.72,96,5887,1,4755.0,57060.0,1,0
645,44992.0,44992.0,44992.0,260.1,295.1,261.4,22626.05,22643.55,22626.7,2.0,2.0,2.0,-8634.933333333332,-7567.5199999999995,-7101.5199999999995,-14.6,-14.6,-14.6,-16631.0,-14700.0,-11840.0,6.0,5.0,5.0,62096.00000000002,70722.1533333333,62395.11935483871,34274.3,48496.9,41881.0,79266.3,93488.9,86873.0,19.353424657534248,1,93931,74,21,10,8427,1.54,107,1913,1,7499.0,269964.0,1,0
653,37837.0,37837.0,37837.0,263.8,260.8,394.4,19050.4,19048.9,19115.7,2.0,2.0,2.0,-1671.5333333333335,-19145.72,-8771.533333333333,-14.6,-14.6,-14.6,-4900.0,-56800.0,-20900.0,3.0,5.0,3.0,62740.4066666667,68169.58387096769,94721.30000000003,36994.1,41747.9,82308.1,75080.3,109361.9,99624.9,37.728767123287675,1,114006,71,26,6,9065,5.39,123,4166,1,4738.0,284280.0,2,0
660,11720.0,11720.0,11720.0,159.7,159.9,187.0,5939.85,5939.95,5953.5,2.0,2.0,2.0,-3078.65,-3438.2000000000003,-2885.7666666666664,-14.6,-14.6,-14.6,-9600.0,-8500.0,-9600.0,4.0,3.0,6.0,43066.736666666664,41440.64193548387,45661.47096774196,37461.9,35896.6,35724.3,49181.9,47616.6,53024.3,48.6,0,323870,0,0,0,10673,5.44,100,18347,1,1459.0,17508.0,1,0
677,9148.0,13722.0,9148.0,186.1,185.8,182.6,4667.05,6953.9,4665.3,2.0,2.0,2.0,-1407.1200000000001,-2079.266666666667,-2009.2666666666667,-14.6,-14.6,-14.6,-2939.0,-3840.0,-3720.0,5.0,6.0,6.0,44251.96129032256,44269.693333333336,43842.97096774194,40651.3,39219.1,39036.5,48102.7,51244.5,51077.5,39.054794520547944,0,105058,32,19,7,9272,3.22,118,4505,1,1190.0,57120.0,1,0
681,42177.0,42869.0,0.0,310.0,308.3,0.0,21243.5,22026.100000000002,0.0,2.0,3.0,0.0,-5450.5199999999995,-18604.866666666665,0.0,-14.6,-14.6,0.0,-19100.0,-42000.0,0.0,5.0,3.0,0.0,70573.43333333333,70185.66451612905,87175.3,41964.0,39875.3,87175.3,84141.0,105953.6,87175.3,24.101369863013698,1,70699,60,13,2,8968,3.35,131,1910,1,3328.0,159744.0,1,0
682,44802.0,22301.0,33811.0,230.0,118.7,161.9,26308.0,8339.9,17699.225,4.0,3.0,4.0,-12860.766666666668,-3940.866666666667,-10097.766666666666,-14.6,-14.6,-14.6,-30100.0,-8800.0,-20200.0,6.0,3.0,6.0,51168.50322580644,27901.439999999988,30173.16129032259,19670.4,18707.2,10904.9,72386.4,41127.0,44720.9,53.85479452054795,1,1204953,0,0,0,12541,0.43,167,99107,1,6739.0,323472.0,1,0
686,10200.0,4400.0,107.1,97.3,88.9,107.1,5148.65,2244.45,107.1,2.0,2.0,1.0,-3707.3,-3007.3,-5704.866666666666,-14.6,-14.6,-14.6,-7400.0,-6000.0,-10200.0,2.0,2.0,3.0,24096.32999999999,22667.27096774194,22221.41,20907.2,20818.3,6906.4,31092.6,26818.3,29225.8,47.97260273972603,1,103347,87,16,7,9104,2.07,123,2354,1,7348.0,352704.0,1,0
697,318.9,20712.0,361.8,318.9,290.1,361.8,318.9,8667.366666666667,361.8,1.0,3.0,1.0,-4416.533333333334,-3462.4,-5129.92,-14.6,-14.6,-14.6,-7100.0,-6135.0,-13200.0,3.0,4.0,5.0,74467.04333333329,69107.10967741936,83873.87333333334,68354.4,59102.0,69089.8,85089.4,85089.4,94724.8,49.70958904109589,1,323870,0,0,0,10673,5.44,100,18347,1,4172.0,100128.0,1,0
699,37009.0,39435.0,47204.0,290.1,230.1,236.8,14636.220000000001,19050.275,27018.96,5.0,4.0,5.0,-11189.32,-16434.8,-16031.085714285715,-14.6,-14.6,-14.6,-24500.0,-62500.0,-56400.0,5.0,7.0,7.0,71631.17333333331,59554.429032258035,66480.92142857143,55280.3,46045.2,39088.0,96889.7,99743.2,127543.0,53.97534246575343,1,228848,15,40,18,9893,4.72,96,5887,1,2254.0,81144.0,1,0
708,17928.0,26892.0,17928.0,170.9,159.1,112.2,9049.45,13525.55,6880.066666666667,2.0,2.0,3.0,-1997.0857142857144,-2564.95,-2117.0857142857144,-3.0,-3.0,-3.0,-6000.0,-8600.0,-8300.0,7.0,8.0,7.0,39937.07419354839,38239.28,27210.822580645174,28960.9,28429.5,22608.8,44477.9,55321.5,38125.8,55.56986301369863,0,323870,0,0,0,10673,5.44,100,18347,1,8573.0,102876.0,2,0
714,7076.0,43125.0,42611.0,172.7,251.1,219.4,3624.35,21688.05,25341.68,2.0,2.0,5.0,-3678.3333333333335,-8767.0,-27807.5,-30.0,-30.0,-30.0,-7905.0,-24600.0,-55100.0,3.0,5.0,4.0,39613.62333333333,60235.2580645161,58905.91000000002,34356.0,42039.9,27241.6,42291.0,85844.9,114330.6,41.02191780821918,0,53921,61,22,1,8598,3.26,123,1875,1,6652.0,79824.0,1,0
717,9538.0,9538.0,9538.0,149.5,122.2,119.6,3595.8333333333335,5320.066666666667,5419.2,3.0,3.0,3.0,-3168.15,-2657.5333333333333,-2421.2599999999998,-14.6,-14.6,-14.6,-6358.0,-6358.0,-6358.0,4.0,3.0,10.0,34969.238709677404,29159.3892857143,29232.351612903243,30295.6,20707.9,20182.9,39833.6,36653.6,33860.9,51.553424657534244,1,109164,98,16,6,8757,3.95,96,2471,1,1704.0,102240.0,2,0
719,36178.0,24119.0,24119.0,192.0,163.0,125.5,18185.0,12141.0,12122.25,2.0,2.0,2.0,-26100.0,-20500.0,-10900.0,-26100.0,-20500.0,-10900.0,-26100.0,-20500.0,-10900.0,1.0,1.0,1.0,56674.93548387097,46437.0,37916.74193548387,41289.0,37507.0,24162.5,77467.0,61626.0,48281.5,18.356164383561644,0,112709,48,20,7,8369,2.31,117,2618,1,8127.0,390096.0,2,0
734,42791.0,42791.0,42791.0,359.7,283.3,186.1,21575.35,21537.15,21488.55,2.0,2.0,2.0,-7968.4,-6543.333333333333,-5926.0,-30.0,-30.0,-30.0,-23700.0,-14700.0,-14100.0,5.0,3.0,5.0,85602.12333333332,68256.30000000002,51079.03928571429,63465.3,42221.1,33804.0,106256.3,85012.1,76565.0,47.84931506849315,1,51428,50,11,3,8402,3.98,120,1099,1,5836.0,140064.0,1,0
746,34814.0,34814.0,34814.0,240.3,235.8,227.8,17527.15,17524.9,17520.9,2.0,2.0,2.0,-11415.9,-8856.119999999999,-5325.4,-14.6,-14.6,-14.6,-21900.0,-20409.0,-13000.0,4.0,5.0,4.0,57005.15666666665,55412.48064516132,54158.30666666668,37037.9,47651.8,35076.6,75586.9,86517.8,69890.6,35.47397260273973,1,42821,4,13,5,8173,7.01,124,1358,1,5802.0,348120.0,1,0
757,46012.0,46012.0,46012.0,228.9,273.6,288.1,23120.45,23142.8,23150.05,2.0,2.0,2.0,-4974.825,-8331.066666666668,-4399.066666666667,-14.6,-14.6,-14.6,-13107.0,-25900.0,-19800.0,8.0,9.0,9.0,53785.21290322582,62258.54000000003,69259.71935483874,27423.1,35217.1,39008.6,73435.1,81229.1,85020.6,34.73150684931507,1,1204953,0,0,0,12541,0.43,167,99107,1,7669.0,276084.0,1,0
767,424.6,424.6,44281.0,424.6,424.6,145.1,424.6,424.6,31137.775,1.0,1.0,4.0,-20100.0,-37000.0,-23900.0,-20100.0,-37000.0,-20100.0,-20100.0,-37000.0,-27700.0,1.0,1.0,2.0,60131.653333333335,92518.2096774193,43903.22258064517,45377.5,65052.9,25301.8,65477.5,102052.9,102052.9,28.443835616438356,1,119895,17,4,3,10446,9.4,90,4743,1,2051.0,73836.0,1,0
